tindex	j	i	t	ostat	tstat	surv	diam	dnow	dlast	cones	trt	x	y	ice	nfert	height
215	3	36	3	2	0	1	17.88059737	0.394894968	0.423283711	0	1	3.56	-8.67	0	0	NA
215	3	36	4	2	0	1	18.27549233	0.64484869	0.394894968	0	1	3.56	-8.67	0	0	NA
215	3	36	5	1	0	1	18.92034102	0.441025106	0.64484869	NA	1	3.56	-8.67	0	0	NA
215	3	36	6	1	0	1	19.36136613	0.46409551	0.441025106	NA	1	3.56	-8.67	0	0	NA
215	3	36	7	2	0	1	19.82546164	0.358605158	0.46409551	0	1	3.56	-8.67	0	0	NA
215	3	36	8	1	0	1	20.1840668	0.500161829	0.358605158	NA	1	3.56	-8.67	0	0	NA
215	3	36	9	1	0	1	20.68422863	0.605954417	0.500161829	NA	1	3.56	-8.67	0	1	NA
215	3	36	10	1	0	1	21.29018304	0.758244636	0.605954417	NA	1	3.56	-8.67	0	1	NA
215	3	36	11	1	0	1	22.04842768	0.632247563	0.758244636	NA	1	3.56	-8.67	0	1	NA
216	3	37	1	2	0	1	17.89397141	0.318939926	0.318939926	0	1	0.13	-8.3	0	0	12.8
216	3	37	2	2	0	1	18.21291134	0.330183447	0.318939926	0	1	0.13	-8.3	0	0	NA
216	3	37	3	2	0	1	18.54309478	0.211467688	0.330183447	0	1	0.13	-8.3	0	0	NA
216	3	37	4	2	0	1	18.75456247	0.296804913	0.211467688	0	1	0.13	-8.3	0	0	14
216	3	37	5	2	0	1	19.05136739	0.532780577	0.296804913	0	1	0.13	-8.3	0	0	NA
216	3	37	6	2	0	1	19.58414796	0.527159556	0.532780577	0	1	0.13	-8.3	0	0	NA
216	3	37	7	2	0	1	20.11130752	0.625659916	0.527159556	0	1	0.13	-8.3	0	0	NA
216	3	37	8	2	0	1	20.73696743	0.289709155	0.625659916	0	1	0.13	-8.3	0	0	NA
216	3	37	9	2	0	1	21.02667659	0.408175664	0.289709155	0	1	0.13	-8.3	0	1	NA
216	3	37	10	2	0	1	21.43485225	0.379767396	0.408175664	0	1	0.13	-8.3	0	1	NA
216	3	37	11	2	0	1	21.81461965	0.361259467	0.379767396	0	1	0.13	-8.3	0	1	NA
217	3	38	1	2	0	1	9.216192893	0.079769076	0.079769076	0	1	1.39	-9.97	0	0	10.8
217	3	38	2	2	0	1	9.295961969	0.082256101	0.079769076	0	1	1.39	-9.97	0	0	NA
217	3	38	3	2	0	1	9.37821807	0.077117009	0.082256101	0	1	1.39	-9.97	0	0	NA
217	3	38	4	2	0	1	9.455335079	0.067337006	0.077117009	0	1	1.39	-9.97	0	0	12.3
217	3	38	5	2	0	1	9.522672085	0.104975971	0.067337006	0	1	1.39	-9.97	0	0	NA
217	3	38	6	2	0	1	9.627648056	0.080011919	0.104975971	0	1	1.39	-9.97	0	0	NA
217	3	38	7	1	0	1	9.707659975	0.097044063	0.080011919	NA	1	1.39	-9.97	0	0	NA
217	3	38	8	NA	0	0	NA	0.095359682	0.097044063	NA	1	1.39	-9.97	0	0	NA
217	3	38	9	NA	0	0	NA	0.102228155	0.095359682	NA	1	1.39	-9.97	0	1	NA
217	3	38	10	NA	0	0	NA	0.078207804	0.102228155	NA	1	1.39	-9.97	0	1	NA
217	3	38	11	NA	0	0	NA	0.100434355	0.078207804	NA	1	1.39	-9.97	0	1	NA
218	3	39	1	2	0	1	14.2420173	0.469624645	0.469624645	0	1	1.87	-10	0	0	NA
218	3	39	2	2	0	1	14.71164195	0.453781732	0.469624645	0	1	1.87	-10	0	0	NA
218	3	39	3	2	0	1	15.16542368	0.539824333	0.453781732	0	1	1.87	-10	0	0	NA
218	3	39	4	2	0	1	15.70524801	0.456487663	0.539824333	0	1	1.87	-10	0	0	NA
218	3	39	5	2	0	1	16.16173567	0.369655458	0.456487663	0	1	1.87	-10	0	0	NA
218	3	39	6	3	1	1	16.53139113	0.491007191	0.369655458	2	1	1.87	-10	0	0	NA
218	3	39	7	1	1	1	17.02239832	0.554743188	0.491007191	0	1	1.87	-10	0	0	NA
218	3	39	8	1	1	1	17.57714151	0.460815478	0.554743188	0	1	1.87	-10	0	0	NA
218	3	39	9	3	1	1	18.03795699	0.527588386	0.460815478	2	1	1.87	-10	0	1	NA
218	3	39	10	1	1	1	18.56554537	0.373536865	0.527588386	0	1	1.87	-10	0	1	NA
218	3	39	11	3	1	1	18.93908224	0.67614507	0.373536865	3	1	1.87	-10	0	1	NA
219	3	40	1	2	0	1	12.00600974	0.030392615	0.030392615	0	1	5.98	-7.88	0	0	NA
219	3	40	2	2	0	1	12.03640235	0.027558609	0.030392615	0	1	5.98	-7.88	0	0	NA
219	3	40	3	2	0	1	12.06396096	0.02829122	0.027558609	0	1	5.98	-7.88	0	0	NA
219	3	40	4	2	0	1	12.09225218	0.027560698	0.02829122	0	1	5.98	-7.88	0	0	NA
219	3	40	5	2	0	1	12.11981288	0.029630795	0.027560698	0	1	5.98	-7.88	0	0	NA
219	3	40	6	2	0	1	12.14944368	0.026022348	0.029630795	0	1	5.98	-7.88	0	0	NA
219	3	40	7	1	0	1	12.17546602	0.030556059	0.026022348	NA	1	5.98	-7.88	0	0	NA
219	3	40	8	NA	0	0	NA	0.028478001	0.030556059	NA	1	5.98	-7.88	0	0	NA
219	3	40	9	NA	0	0	NA	0.025084128	0.028478001	NA	1	5.98	-7.88	0	1	NA
219	3	40	10	NA	0	0	NA	0.026840337	0.025084128	NA	1	5.98	-7.88	0	1	NA
219	3	40	11	NA	0	0	NA	0.028343	0.026840337	NA	1	5.98	-7.88	0	1	NA
220	3	41	1	2	0	1	16.6452786	0.420935327	0.420935327	0	1	7.56	-7.55	0	0	NA
220	3	41	2	2	0	1	17.06621393	0.477723175	0.420935327	0	1	7.56	-7.55	0	0	NA
220	3	41	3	2	0	1	17.5439371	0.795099388	0.477723175	0	1	7.56	-7.55	0	0	NA
220	3	41	4	3	1	1	18.33903649	0.435438979	0.795099388	7	1	7.56	-7.55	0	0	NA
220	3	41	5	1	1	1	18.77447547	0.47363885	0.435438979	0	1	7.56	-7.55	0	0	NA
220	3	41	6	3	1	1	19.24811432	0.750259174	0.47363885	12	1	7.56	-7.55	0	0	NA
220	3	41	7	3	1	1	19.99837349	0.607275015	0.750259174	25	1	7.56	-7.55	0	0	NA
220	3	41	8	3	1	1	20.60564851	0.674070738	0.607275015	2	1	7.56	-7.55	0	0	NA
220	3	41	9	3	1	1	21.27971925	0.494007489	0.674070738	9	1	7.56	-7.55	0	1	NA
220	3	41	10	3	1	1	21.77372674	0.475743422	0.494007489	10	1	7.56	-7.55	0	1	NA
220	3	41	11	3	1	1	22.24947016	0.642855054	0.475743422	9	1	7.56	-7.55	0	1	NA
221	3	42	1	2	0	1	20.52089991	0.820569582	0.820569582	0	1	8.21	-10.3	0	0	NA
221	3	42	2	2	0	1	21.34146949	0.727797154	0.820569582	0	1	8.21	-10.3	0	0	NA
221	3	42	3	2	0	1	22.06926665	0.528371549	0.727797154	0	1	8.21	-10.3	0	0	NA
221	3	42	4	2	0	1	22.59763819	0.743532384	0.528371549	0	1	8.21	-10.3	0	0	NA
221	3	42	5	2	0	1	23.34117058	0.64598257	0.743532384	0	1	8.21	-10.3	0	0	NA
221	3	42	6	3	1	1	23.98715315	0.457574576	0.64598257	13	1	8.21	-10.3	0	0	NA
221	3	42	7	3	1	1	24.44472772	0.568327079	0.457574576	34	1	8.21	-10.3	0	0	NA
221	3	42	8	1	1	1	25.0130548	0.75234135	0.568327079	0	1	8.21	-10.3	0	0	NA
221	3	42	9	1	1	1	25.76539615	0.636707857	0.75234135	0	1	8.21	-10.3	0	1	NA
221	3	42	10	3	1	1	26.40210401	0.556034025	0.636707857	1	1	8.21	-10.3	0	1	NA
221	3	42	11	3	1	1	26.95813803	0.328067516	0.556034025	11	1	8.21	-10.3	0	1	NA
222	3	43	1	2	0	1	4.528969464	0.056064521	0.056064521	0	1	NA	NA	0	0	NA
222	3	43	2	2	0	1	4.585033985	0.064765617	0.056064521	0	1	NA	NA	0	0	NA
222	3	43	3	2	0	1	4.649799602	0.046002421	0.064765617	0	1	NA	NA	0	0	NA
222	3	43	4	1	0	1	4.695802023	0.074007629	0.046002421	NA	1	NA	NA	0	0	NA
222	3	43	5	NA	0	0	NA	0.058941949	0.074007629	NA	1	NA	NA	0	0	NA
222	3	43	6	NA	0	0	NA	0.050053832	0.058941949	NA	1	NA	NA	0	0	NA
222	3	43	7	NA	0	0	NA	0.036506292	0.050053832	NA	1	NA	NA	0	0	NA
222	3	43	8	NA	0	0	NA	0.074133292	0.036506292	NA	1	NA	NA	0	0	NA
222	3	43	9	NA	0	0	NA	0.071024695	0.074133292	NA	1	NA	NA	0	1	NA
222	3	43	10	NA	0	0	NA	0.067547908	0.071024695	NA	1	NA	NA	0	1	NA
222	3	43	11	NA	0	0	NA	0.056304386	0.067547908	NA	1	NA	NA	0	1	NA
223	3	44	1	2	0	1	16.27483942	0.54284819	0.54284819	0	1	6.01	-9.09	0	0	NA
223	3	44	2	2	0	1	16.81768761	0.545365092	0.54284819	0	1	6.01	-9.09	0	0	NA
223	3	44	3	2	0	1	17.3630527	0.794601283	0.545365092	0	1	6.01	-9.09	0	0	NA
223	3	44	4	2	0	1	18.15765398	0.572727388	0.794601283	0	1	6.01	-9.09	0	0	NA
223	3	44	5	3	1	1	18.73038137	0.510604764	0.572727388	1	1	6.01	-9.09	0	0	NA
223	3	44	6	1	1	1	19.24098614	0.522984661	0.510604764	0	1	6.01	-9.09	1	0	NA
223	3	44	7	1	1	1	19.7639708	0.385678949	0.522984661	0	1	6.01	-9.09	1	0	NA
223	3	44	8	1	1	1	20.14964975	0.401901695	0.385678949	0	1	6.01	-9.09	1	0	NA
223	3	44	9	1	1	1	20.55155144	0.497652602	0.401901695	0	1	6.01	-9.09	1	1	NA
223	3	44	10	1	1	1	21.04920404	0.450582884	0.497652602	0	1	6.01	-9.09	1	1	NA
223	3	44	11	1	1	1	21.49978693	0.406406819	0.450582884	0	1	6.01	-9.09	1	1	NA
224	3	45	1	2	0	1	20.949069	0.70071492	0.70071492	0	1	5.62	-13.7	0	0	NA
224	3	45	2	2	0	1	21.64978392	0.741102668	0.70071492	0	1	5.62	-13.7	0	0	NA
224	3	45	3	2	0	1	22.39088659	0.695829227	0.741102668	0	1	5.62	-13.7	0	0	NA
224	3	45	4	2	0	1	23.08671582	0.431445028	0.695829227	0	1	5.62	-13.7	0	0	NA
224	3	45	5	2	0	1	23.51816084	0.73737423	0.431445028	0	1	5.62	-13.7	0	0	NA
224	3	45	6	2	0	1	24.25553507	0.59084738	0.73737423	0	1	5.62	-13.7	0	0	NA
224	3	45	7	2	0	1	24.84638245	0.698777378	0.59084738	0	1	5.62	-13.7	0	0	NA
224	3	45	8	2	0	1	25.54515983	0.536721505	0.698777378	0	1	5.62	-13.7	0	0	NA
224	3	45	9	2	0	1	26.08188134	0.749203755	0.536721505	0	1	5.62	-13.7	0	1	NA
224	3	45	10	2	0	1	26.83108509	0.788062358	0.749203755	0	1	5.62	-13.7	0	1	NA
224	3	45	11	3	1	1	27.61914745	0.46926688	0.788062358	4	1	5.62	-13.7	0	1	NA
225	3	46	1	2	0	1	17.47182431	0.955821297	0.955821297	0	1	2.94	-13.73	0	0	NA
225	3	46	2	2	0	1	18.42764561	0.887751641	0.955821297	0	1	2.94	-13.73	0	0	NA
225	3	46	3	2	0	1	19.31539725	0.756045044	0.887751641	0	1	2.94	-13.73	0	0	NA
225	3	46	4	2	0	1	20.07144229	0.848626327	0.756045044	0	1	2.94	-13.73	0	0	NA
225	3	46	5	2	0	1	20.92006862	0.687551228	0.848626327	0	1	2.94	-13.73	0	0	NA
225	3	46	6	3	1	1	21.60761985	0.737274225	0.687551228	3	1	2.94	-13.73	0	0	NA
225	3	46	7	1	1	1	22.34489407	0.854479501	0.737274225	0	1	2.94	-13.73	0	0	NA
225	3	46	8	1	1	1	23.19937357	0.765385295	0.854479501	0	1	2.94	-13.73	0	0	NA
225	3	46	9	3	1	1	23.96475887	0.76553662	0.765385295	2	1	2.94	-13.73	0	1	NA
225	3	46	10	1	1	1	24.73029549	0.709041137	0.76553662	0	1	2.94	-13.73	0	1	NA
225	3	46	11	3	1	1	25.43933663	0.876442629	0.709041137	2	1	2.94	-13.73	0	1	NA
226	3	47	1	2	0	1	13.97178118	0.550119204	0.550119204	0	1	1.14	-11	0	0	12.2
226	3	47	2	2	0	1	14.52190038	0.477504617	0.550119204	0	1	1.14	-11	0	0	NA
226	3	47	3	2	0	1	14.999405	0.506608514	0.477504617	0	1	1.14	-11	0	0	NA
226	3	47	4	2	0	1	15.50601352	0.394222158	0.506608514	0	1	1.14	-11	0	0	13.9
226	3	47	5	2	0	1	15.90023567	0.503240016	0.394222158	0	1	1.14	-11	0	0	NA
226	3	47	6	2	0	1	16.40347569	0.484769318	0.503240016	0	1	1.14	-11	1	0	NA
226	3	47	7	2	0	1	16.88824501	0.319945978	0.484769318	0	1	1.14	-11	1	0	NA
226	3	47	8	2	0	1	17.20819099	0.718811391	0.319945978	0	1	1.14	-11	1	0	NA
226	3	47	9	3	1	1	17.92700238	1.009158798	0.718811391	2	1	1.14	-11	1	1	NA
226	3	47	10	1	1	1	18.93616117	0.310939949	1.009158798	0	1	1.14	-11	1	1	NA
226	3	47	11	1	1	1	19.24710112	0.293730823	0.310939949	0	1	1.14	-11	1	1	NA
227	3	48	1	2	0	1	12.2158296	0.33528366	0.33528366	0	1	0.1	-12.03	0	0	11.6
227	3	48	2	2	0	1	12.55111326	0.294584727	0.33528366	0	1	0.1	-12.03	0	0	NA
227	3	48	3	2	0	1	12.84569799	0.381958989	0.294584727	0	1	0.1	-12.03	0	0	NA
227	3	48	4	2	0	1	13.22765698	0.277288357	0.381958989	0	1	0.1	-12.03	0	0	13.5
227	3	48	5	3	1	1	13.50494533	0.37178293	0.277288357	3	1	0.1	-12.03	0	0	NA
227	3	48	6	1	1	1	13.87672826	0.275500623	0.37178293	0	1	0.1	-12.03	0	0	NA
227	3	48	7	1	1	1	14.15222888	0.401398817	0.275500623	0	1	0.1	-12.03	0	0	NA
227	3	48	8	1	1	1	14.5536277	0.490079327	0.401398817	0	1	0.1	-12.03	0	0	NA
227	3	48	9	1	1	1	15.04370703	0.542389322	0.490079327	0	1	0.1	-12.03	0	1	NA
227	3	48	10	3	1	1	15.58609635	0.468254067	0.542389322	4	1	0.1	-12.03	0	1	NA
227	3	48	11	3	1	1	16.05435042	0.675110753	0.468254067	7	1	0.1	-12.03	0	1	NA
228	3	49	1	2	0	1	18.62696339	0.417871291	0.417871291	0	1	-1.29	-3.97	0	0	NA
228	3	49	2	2	0	1	19.04483468	0.485912927	0.417871291	0	1	-1.29	-3.97	0	0	NA
228	3	49	3	2	0	1	19.53074761	0.599776289	0.485912927	0	1	-1.29	-3.97	0	0	NA
228	3	49	4	3	1	1	20.1305239	0.390736933	0.599776289	2	1	-1.29	-3.97	0	0	NA
228	3	49	5	1	1	1	20.52126083	0.420560412	0.390736933	0	1	-1.29	-3.97	0	0	NA
228	3	49	6	1	1	1	20.94182124	0.604642665	0.420560412	0	1	-1.29	-3.97	1	0	NA
228	3	49	7	3	1	1	21.54646391	0.413588581	0.604642665	2	1	-1.29	-3.97	1	0	NA
228	3	49	8	1	1	1	21.96005249	0.407585113	0.413588581	0	1	-1.29	-3.97	1	0	NA
228	3	49	9	1	1	1	22.3676376	0.348753087	0.407585113	0	1	-1.29	-3.97	1	1	NA
228	3	49	10	1	1	1	22.71639069	0.435731831	0.348753087	0	1	-1.29	-3.97	1	1	NA
228	3	49	11	3	1	1	23.15212252	0.406380762	0.435731831	5	1	-1.29	-3.97	1	1	NA
229	3	50	1	2	0	1	14.02738465	0.2239303	0.2239303	0	1	-1.31	-5.04	0	0	13.4
229	3	50	2	2	0	1	14.25131495	0.232491086	0.2239303	0	1	-1.31	-5.04	0	0	NA
229	3	50	3	2	0	1	14.48380604	0.471248161	0.232491086	0	1	-1.31	-5.04	0	0	NA
229	3	50	4	2	0	1	14.9550542	0.522217794	0.471248161	0	1	-1.31	-5.04	0	0	15.7
229	3	50	5	3	1	1	15.47727199	0.509283013	0.522217794	3	1	-1.31	-5.04	0	0	NA
229	3	50	6	1	1	1	15.986555	0.492052581	0.509283013	0	1	-1.31	-5.04	1	0	NA
229	3	50	7	1	1	1	16.47860758	0.285635828	0.492052581	0	1	-1.31	-5.04	1	0	NA
229	3	50	8	1	1	1	16.76424341	0.547775939	0.285635828	0	1	-1.31	-5.04	1	0	NA
229	3	50	9	3	1	1	17.31201935	0.604751273	0.547775939	3	1	-1.31	-5.04	1	1	NA
229	3	50	10	3	1	1	17.91677062	0.56004722	0.604751273	5	1	-1.31	-5.04	1	1	NA
229	3	50	11	1	1	1	18.47681784	0.788667834	0.56004722	0	1	-1.31	-5.04	1	1	NA
230	3	51	1	2	0	1	13.5356599	0.033415678	0.033415678	0	1	-2.83	-4.03	0	0	NA
230	3	51	2	2	0	1	13.56907558	0.033559805	0.033415678	0	1	-2.83	-4.03	0	0	NA
230	3	51	3	2	0	1	13.60263538	0.027848799	0.033559805	0	1	-2.83	-4.03	0	0	NA
230	3	51	4	2	0	1	13.63048418	0.043224745	0.027848799	0	1	-2.83	-4.03	0	0	NA
230	3	51	5	2	0	1	13.67370893	0.034555638	0.043224745	0	1	-2.83	-4.03	0	0	NA
230	3	51	6	2	0	1	13.70826457	0.038714665	0.034555638	0	1	-2.83	-4.03	0	0	NA
230	3	51	7	2	0	1	13.74697923	0.071200848	0.038714665	0	1	-2.83	-4.03	0	0	NA
230	3	51	8	2	0	1	13.81818008	0.03239218	0.071200848	0	1	-2.83	-4.03	0	0	NA
230	3	51	9	3	1	1	13.85057226	0.032400734	0.03239218	1	1	-2.83	-4.03	0	1	NA
230	3	51	10	1	1	1	13.88297299	0.055001632	0.032400734	0	1	-2.83	-4.03	0	1	NA
230	3	51	11	NA	1	0	NA	0.046706829	0.055001632	NA	1	-2.83	-4.03	0	1	NA
231	3	52	1	2	0	1	14.7623171	0.388540569	0.388540569	0	1	-3.72	-4.49	0	0	NA
231	3	52	2	2	0	1	15.15085767	0.383842475	0.388540569	0	1	-3.72	-4.49	0	0	NA
231	3	52	3	2	0	1	15.53470014	0.276908988	0.383842475	0	1	-3.72	-4.49	0	0	NA
231	3	52	4	2	0	1	15.81160913	0.345793458	0.276908988	0	1	-3.72	-4.49	0	0	NA
231	3	52	5	2	0	1	16.15740259	0.306612808	0.345793458	0	1	-3.72	-4.49	0	0	NA
231	3	52	6	2	0	1	16.4640154	0.359064128	0.306612808	0	1	-3.72	-4.49	0	0	NA
231	3	52	7	2	0	1	16.82307953	0.363242866	0.359064128	0	1	-3.72	-4.49	0	0	NA
231	3	52	8	3	1	1	17.18632239	0.408834399	0.363242866	1	1	-3.72	-4.49	0	0	NA
231	3	52	9	1	1	1	17.59515679	0.286062058	0.408834399	0	1	-3.72	-4.49	0	1	NA
231	3	52	10	1	1	1	17.88121885	0.191475239	0.286062058	0	1	-3.72	-4.49	0	1	NA
231	3	52	11	1	1	1	18.07269409	0.324842788	0.191475239	0	1	-3.72	-4.49	0	1	NA
232	3	53	1	2	0	1	10.50433253	0.119293214	0.119293214	0	1	-5.4	-6.49	0	0	11.2
232	3	53	2	2	0	1	10.62362574	0.122965756	0.119293214	0	1	-5.4	-6.49	0	0	NA
232	3	53	3	2	0	1	10.7465915	0.187445161	0.122965756	0	1	-5.4	-6.49	0	0	NA
232	3	53	4	2	0	1	10.93403666	0.138194844	0.187445161	0	1	-5.4	-6.49	0	0	13.7
232	3	53	5	2	0	1	11.07223151	0.143856739	0.138194844	0	1	-5.4	-6.49	0	0	NA
232	3	53	6	2	0	1	11.21608824	0.164496978	0.143856739	0	1	-5.4	-6.49	0	0	NA
232	3	53	7	2	0	1	11.38058522	0.105714638	0.164496978	0	1	-5.4	-6.49	0	0	NA
232	3	53	8	2	0	1	11.48629986	0.125553429	0.105714638	0	1	-5.4	-6.49	0	0	NA
232	3	53	9	2	0	1	11.61185329	0.136966632	0.125553429	0	1	-5.4	-6.49	0	1	NA
232	3	53	10	1	0	1	11.74881992	0.162585415	0.136966632	NA	1	-5.4	-6.49	0	1	NA
232	3	53	11	NA	0	0	NA	0.093900532	0.162585415	NA	1	-5.4	-6.49	0	1	NA
233	3	54	1	2	0	1	10.78416459	0.137003522	0.137003522	0	1	-6	-6.99	0	0	10.9
233	3	54	2	2	0	1	10.92116811	0.120207107	0.137003522	0	1	-6	-6.99	0	0	NA
233	3	54	3	2	0	1	11.04137522	0.173200531	0.120207107	0	1	-6	-6.99	0	0	NA
233	3	54	4	2	0	1	11.21457575	0.13644852	0.173200531	0	1	-6	-6.99	0	0	14.4
233	3	54	5	2	0	1	11.35102427	0.152121398	0.13644852	0	1	-6	-6.99	0	0	NA
233	3	54	6	2	0	1	11.50314567	0.087102284	0.152121398	0	1	-6	-6.99	0	0	NA
233	3	54	7	2	0	1	11.59024795	0.117397169	0.087102284	0	1	-6	-6.99	0	0	NA
233	3	54	8	2	0	1	11.70764512	0.137761611	0.117397169	0	1	-6	-6.99	0	0	NA
233	3	54	9	2	0	1	11.84540673	0.116835942	0.137761611	0	1	-6	-6.99	0	1	NA
233	3	54	10	1	0	1	11.96224267	0.150375632	0.116835942	NA	1	-6	-6.99	0	1	NA
233	3	54	11	NA	0	0	NA	0.114669839	0.150375632	NA	1	-6	-6.99	0	1	NA
234	3	55	1	2	0	1	11.52726318	0.114842879	0.114842879	0	1	-6.51	-7.46	0	0	NA
234	3	55	2	2	0	1	11.64210606	0.107168535	0.114842879	0	1	-6.51	-7.46	0	0	NA
234	3	55	3	2	0	1	11.74927459	0.119041667	0.107168535	0	1	-6.51	-7.46	0	0	NA
234	3	55	4	2	0	1	11.86831626	0.105013932	0.119041667	0	1	-6.51	-7.46	0	0	NA
234	3	55	5	2	0	1	11.97333019	0.07419038	0.105013932	0	1	-6.51	-7.46	0	0	NA
234	3	55	6	2	0	1	12.04752057	0.110729301	0.07419038	0	1	-6.51	-7.46	0	0	NA
234	3	55	7	2	0	1	12.15824987	0.110037298	0.110729301	0	1	-6.51	-7.46	0	0	NA
234	3	55	8	2	0	1	12.26828717	0.144130084	0.110037298	0	1	-6.51	-7.46	0	0	NA
234	3	55	9	2	0	1	12.41241726	0.073722219	0.144130084	0	1	-6.51	-7.46	0	1	NA
234	3	55	10	1	0	1	12.48613947	0.085144092	0.073722219	NA	1	-6.51	-7.46	0	1	NA
234	3	55	11	NA	0	0	NA	0.065462938	0.085144092	NA	1	-6.51	-7.46	0	1	NA
235	3	56	1	2	0	1	20.86940352	0.750300077	0.750300077	0	1	-5.94	-9.71	0	0	NA
235	3	56	2	3	1	1	21.6197036	0.784180529	0.750300077	3	1	-5.94	-9.71	0	0	NA
235	3	56	3	3	1	1	22.40388413	0.794839271	0.784180529	16	1	-5.94	-9.71	0	0	NA
235	3	56	4	3	1	1	23.1987234	0.523385134	0.794839271	21	1	-5.94	-9.71	0	0	NA
235	3	56	5	1	1	1	23.72210853	0.909758555	0.523385134	0	1	-5.94	-9.71	0	0	NA
235	3	56	6	3	1	1	24.63186709	0.882478195	0.909758555	7	1	-5.94	-9.71	0	0	NA
235	3	56	7	3	1	1	25.51434528	0.488446545	0.882478195	22	1	-5.94	-9.71	0	0	NA
235	3	56	8	3	1	1	26.00279183	0.464767019	0.488446545	2	1	-5.94	-9.71	0	0	NA
235	3	56	9	3	1	1	26.46755884	0.697256931	0.464767019	28	1	-5.94	-9.71	0	1	NA
235	3	56	10	3	1	1	27.16481578	0.899638849	0.697256931	23	1	-5.94	-9.71	0	1	NA
235	3	56	11	3	1	1	28.06445463	0.772168714	0.899638849	13	1	-5.94	-9.71	0	1	NA
236	3	57	1	2	0	1	21.05003777	0.859017457	0.859017457	0	1	-5.87	-12.52	0	0	NA
236	3	57	2	2	0	1	21.90905523	0.69402801	0.859017457	0	1	-5.87	-12.52	0	0	NA
236	3	57	3	2	0	1	22.60308324	0.799047245	0.69402801	0	1	-5.87	-12.52	0	0	NA
236	3	57	4	3	1	1	23.40213048	0.686915928	0.799047245	2	1	-5.87	-12.52	0	0	NA
236	3	57	5	1	1	1	24.08904641	0.439986272	0.686915928	0	1	-5.87	-12.52	0	0	NA
236	3	57	6	1	1	1	24.52903268	0.457985517	0.439986272	0	1	-5.87	-12.52	1	0	NA
236	3	57	7	1	1	1	24.9870182	0.668241628	0.457985517	0	1	-5.87	-12.52	1	0	NA
236	3	57	8	1	1	1	25.65525983	0.698056521	0.668241628	0	1	-5.87	-12.52	1	0	NA
236	3	57	9	3	1	1	26.35331635	0.646254108	0.698056521	3	1	-5.87	-12.52	1	1	NA
236	3	57	10	1	1	1	26.99957046	0.398713577	0.646254108	0	1	-5.87	-12.52	1	1	NA
236	3	57	11	3	1	1	27.39828403	0.749939765	0.398713577	5	1	-5.87	-12.52	1	1	NA
237	3	58	1	2	0	1	12.52149545	0.458814308	0.458814308	0	1	-3.32	-14.65	0	0	NA
237	3	58	2	2	0	1	12.98030976	0.463053645	0.458814308	0	1	-3.32	-14.65	0	0	NA
237	3	58	3	2	0	1	13.4433634	0.288917912	0.463053645	0	1	-3.32	-14.65	0	0	NA
237	3	58	4	2	0	1	13.73228132	0.317481624	0.288917912	0	1	-3.32	-14.65	0	0	NA
237	3	58	5	2	0	1	14.04976294	0.258278143	0.317481624	0	1	-3.32	-14.65	0	0	NA
237	3	58	6	2	0	1	14.30804108	0.393669923	0.258278143	0	1	-3.32	-14.65	0	0	NA
237	3	58	7	2	0	1	14.70171101	0.375510349	0.393669923	0	1	-3.32	-14.65	0	0	NA
237	3	58	8	2	0	1	15.07722135	0.480684572	0.375510349	0	1	-3.32	-14.65	0	0	NA
237	3	58	9	1	0	1	15.55790593	0.350763553	0.480684572	NA	1	-3.32	-14.65	0	1	NA
237	3	58	10	1	0	1	15.90866948	0.369358574	0.350763553	NA	1	-3.32	-14.65	0	1	NA
237	3	58	11	1	0	1	16.27802805	0.481100095	0.369358574	NA	1	-3.32	-14.65	0	1	NA
238	3	59	1	2	0	1	7.121537818	0.050363242	0.050363242	0	1	-2.62	-14.65	0	0	NA
238	3	59	2	2	0	1	7.17190106	0.049518212	0.050363242	0	1	-2.62	-14.65	0	0	NA
238	3	59	3	2	0	1	7.221419272	0.050609575	0.049518212	0	1	-2.62	-14.65	0	0	NA
238	3	59	4	2	0	1	7.272028847	0.05257104	0.050609575	0	1	-2.62	-14.65	0	0	NA
238	3	59	5	2	0	1	7.324599887	0.099768324	0.05257104	0	1	-2.62	-14.65	0	0	NA
238	3	59	6	2	0	1	7.424368211	0.059062978	0.099768324	0	1	-2.62	-14.65	0	0	NA
238	3	59	7	2	0	1	7.483431189	0.066480132	0.059062978	0	1	-2.62	-14.65	0	0	NA
238	3	59	8	1	0	1	7.549911321	0.076199454	0.066480132	NA	1	-2.62	-14.65	0	0	NA
238	3	59	9	NA	0	0	NA	0.074665948	0.076199454	NA	1	-2.62	-14.65	0	1	NA
238	3	59	10	NA	0	0	NA	0.079618126	0.074665948	NA	1	-2.62	-14.65	0	1	NA
238	3	59	11	NA	0	0	NA	0.079933857	0.079618126	NA	1	-2.62	-14.65	0	1	NA
239	3	60	1	2	0	1	4.378192532	0.025409554	0.025409554	0	1	-2.19	-14.6	0	0	NA
239	3	60	2	2	0	1	4.403602086	0.026996539	0.025409554	0	1	-2.19	-14.6	0	0	NA
239	3	60	3	2	0	1	4.430598625	0.028399212	0.026996539	0	1	-2.19	-14.6	0	0	NA
239	3	60	4	2	0	1	4.458997837	0.02947918	0.028399212	0	1	-2.19	-14.6	0	0	NA
239	3	60	5	2	0	1	4.488477016	0.025011833	0.02947918	0	1	-2.19	-14.6	0	0	NA
